MATERIAL NUMBER,Description,MT,MT+PVN
9443610146,SERVICE KIT,264.04,319.49
9443610147,SERVICE KIT,3.63,4.39
9443610150,SERVICE KIT,11.97,14.48
9443610158,SERVICE KIT,20.06,24.27
9443610159,SERVICE KIT,589.70,713.53
9443610165,PUMP ELEMENT,22.09,26.73
9443610167,SERVICE KIT,46.93,56.79
9443610168,PUMP ELEMENT,115.41,139.65
9443610169,PUMP ELEMENT,91.65,110.90
9443610170,PUMP ELEMENT,44.66,54.04
9443610171,PUMP ELEMENT,50.20,60.74
9443610172,PUMP ELEMENT,44.66,54.04
9443610176,PUMP ELEMENT,22.26,26.93
9443610177,PUMP ELEMENT,54.04,65.38
9443610181,PUMP ELEMENT,90.06,108.97
9443610182,PUMP ELEMENT,88.65,107.27
9443610183,PUMP ELEMENT,257.87,312.02
9443610185,PUMP ELEMENT,44.16,53.44
9443610188,PUMP ELEMENT,41.86,50.65
9443610189,PUMP ELEMENT,42.40,51.30
9443610193,CONDENSER,18.95,22.93
9443610194,MOTOR,618.37,748.22
9443610196,PUMP ELEMENT,44.16,53.44
9443610197,PUMP ELEMENT,78.93,95.51
9443610198,PUMP ELEMENT,56.19,67.99
9443610199,PUMP ELEMENT,230.40,278.79
9443610200,PUMP ELEMENT,75.47,91.32
9443610201,PUMP ELEMENT,38.36,46.42
9443610205,PUMP ELEMENT,100.13,121.16
9443610210,PUMP ELEMENT,42.40,51.30
9443610215,DELIVERY VALVE,184.12,222.79
9443610217,PUMP ELEMENT,75.47,91.32
9443610218,PUMP ELEMENT,49.26,59.60
9443610219,PUMP ELEMENT,45.98,55.63
9443610220,PUMP ELEMENT,42.73,51.71
9443610221,PUMP ELEMENT,103.48,125.21
9443610224,CAPSULE,7.24,8.77
9443610226,DELIVERY VALVE,27.58,33.37
9443610227,PUMP ELEMENT,68.64,83.06
9443610228,PUMP ELEMENT,82.40,99.70
9443610229,DELIVERY VALVE,26.47,32.02
9443610230,PUMP ELEMENT,82.40,99.70
9443610232,PUMP ELEMENT,100.13,121.16
9443610233,PUMP ELEMENT,217.03,262.61
9443610234,PUMP ELEMENT,97.86,118.41
9443610236,PUMP ELEMENT,44.66,54.04
9443610237,PUMP ELEMENT,38.97,47.15
9443610239,PUMP ELEMENT,82.40,99.70
9443610241,PUMP ELEMENT,22.09,26.73
9443610249,PUMP ELEMENT,52.95,64.08
9443610251,PUMP ELEMENT,46.93,56.79
9443610253,PUMP ELEMENT,44.16,53.44
9443610258,PUMP ELEMENT,92.35,111.75
9443610259,PUMP ELEMENT,45.09,54.56
9443610260,DELIVERY VALVE,129.75,156.99
9443610261,DELIVERY VALVE,961.77,1163.74
9443610266,ROT.-SPEED SENSOR,149.96,181.45
9443610268,BLEED SCREW,1.08,1.31
9443610272,PLAIN WASHER,0.69,0.83
9443610273,BRACKET,24.02,29.07
9443610275,SEAL  RING,3.09,3.74
9443610277,PUMP ELEMENT,88.65,107.27
9443610278,PUMP ELEMENT,199.75,241.70
9443610284,PUMP ELEMENT,102.94,124.56
9443610289,PUMP ELEMENT,88.65,107.27
9443610294,PUMP ELEMENT,64.30,77.80
9443610301,PUMP ELEMENT,47.06,56.94
9443610304,PUMP ELEMENT,36.48,44.15
9443610307,PUMP ELEMENT,46.21,55.91
9443610310,PUMP ELEMENT,75.47,91.32
9443610313,PUMP ELEMENT,49.26,59.60
9443610314,PUMP ELEMENT,51.52,62.34
9443610317,PUMP ELEMENT,47.32,57.25
9443610319,PUMP ELEMENT,82.40,99.70
9443610321,PUMP ELEMENT,1507.23,1823.74
9443610322,PUMP ELEMENT,419.98,508.17
9443610326,PUMP ELEMENT,81.53,98.65
9443610327,DELIVERY VALVE,28.87,34.94
9443610329,PUMP ELEMENT,43.70,52.87
9443610333,PIVOT PLATE,11.56,13.99
9443610339,PUMP ELEMENT,53.16,64.33
9443610340,PUMP ELEMENT,45.09,54.56
9443610341,PUMP ELEMENT,42.82,51.81
9443610342,PUMP ELEMENT,81.16,98.21
9443610343,PUMP ELEMENT,86.33,104.46
9443610344,PUMP ELEMENT,230.79,279.25
9443610345,DELIVERY VALVE,87.18,105.48
9443610350,PUMP ELEMENT,236.36,285.99
9443610352,PUMP ELEMENT,72.16,87.32
9443610353,PUMP ELEMENT,100.74,121.89
9443610356,O-RING,2.07,2.51
9443610357,O-RING,1.02,1.24
9443610358,TIMING DEVICE,156.54,189.41
9443610359,PULSE GENERATOR,114.85,138.96
9443610360,PULSE GENERATOR,106.83,129.27
9443610361,TIMING DEVICE,160.62,194.35
9443610364,PUMP ELEMENT,108.28,131.02
9443610371,PUMP ELEMENT,76.65,92.75
9443610372,PUMP ELEMENT,50.90,61.59
9443610373,PUMP ELEMENT,38.74,46.87
9443610377,O-RING,0.95,1.15
9443610378,PULSE GENERATOR,146.41,177.16
9443610380,SENSOR,121.15,146.59
9443610385,NOZZLE AND HOLDER ASSY,112.24,135.81
9443610389,INDUCTIVE DISPL. PICK-UP,112.10,135.64
9443610390,PULSE GENERATOR,161.47,195.38
9443610397,SOLENOID VALVE,137.74,166.67
9443610401,DIAPHRAGM HOUSING,54.91,66.44
9443610402,BLEED SCREW,1.58,1.91
9443610404,SEAL  RING,3.00,3.63
9443610405,GOVERNOR COVER,11.56,13.99
9443610406,SEAL  RING,14.44,17.48
9443610410,PULSE GENERATOR,73.60,89.05
9443610412,INDUCTIVE DISPL. PICK-UP,173.68,210.15
9443610414,PULSE GENERATOR,164.78,199.39
9443610415,PULSE GENERATOR,73.60,89.05
9443610426,PUMP ELEMENT,96.85,117.19
9443610427,PUMP ELEMENT,73.34,88.74
9443610428,PUMP ELEMENT,41.72,50.48
9443610429,PUMP ELEMENT,44.16,53.44
9443610430,HYDRAULIC HEAD,39.36,47.63
9443610432,PUMP ELEMENT,56.86,68.80
9443610434,PUMP ELEMENT,51.83,62.71
9443610435,PUMP ELEMENT,35.75,43.25
9443610437,WIRING HARNESS,1573.93,1904.45
9443610438,WIRE ROPE,1573.93,1904.45
9443610439,WIRING HARNESS,1573.93,1904.45
9443610441,DELIVERY VALVE,31.99,38.71
9443610443,PUMP ELEMENT,56.04,67.80
9443610444,PUMP ELEMENT,52.95,64.08
9443610454,PUMP ELEMENT,50.07,60.59
9443610455,PUMP ELEMENT,52.95,64.08
9443610457,PUMP ELEMENT,43.59,52.75
9443610460,MEASURING DEVICE,340.78,412.34
9443610465,PUMP ELEMENT,79.57,96.28
9443610466,PUMP ELEMENT,76.65,92.75
9443610467,PUMP ELEMENT,93.92,113.64
9443610468,PUMP ELEMENT,38.16,46.17
9443610470,PUMP ELEMENT,240.65,291.18
9443610475,DIAPHRAGM HOUSING,57.73,69.86
9443610476,PIVOT PLATE,11.56,13.99
9443610479,BRACKET,114.34,138.35
9443610480,CLAMPING BAND,2.38,2.88
9443610481,BRACKET,5.77,6.98
9443610482,BRACKET,5.77,6.98
9443610483,BRACKET,6.78,8.20
9443610488,DIAPHRAGM HOUSING,57.73,69.86
9443610512,PULSE GENERATOR,91.70,110.96
9443610532,MEASURING DEVICE,175.49,212.35
9443610535,MEASURING DEVICE,232.10,280.84
9443610544,PUMP ELEMENT,72.47,87.69
9443610547,PUMP ELEMENT,47.56,57.55
9443610551,PUMP ELEMENT,67.72,81.94
9443610553,PUMP ELEMENT,76.65,92.75
9443610554,PUMP ELEMENT,69.84,84.51
9443610555,PUMP ELEMENT,22.26,26.93
9443610557,PUMP ELEMENT,111.97,135.48
9443610558,PUMP ELEMENT,76.65,92.75
9443610559,PUMP ELEMENT,106.94,129.40
9443610560,PUMP ELEMENT,105.51,127.67
9443610566,CLAMPING BAND,2.50,3.03
9443610581,PUMP ELEMENT,66.32,80.24
9443610583,PUMP ELEMENT,47.56,57.55
9443610584,PUMP ELEMENT,78.90,95.47
9443610588,PUMP ELEMENT,55.49,67.14
9443610589,PUMP ELEMENT,99.63,120.55
9443610593,PUMP ELEMENT,352.09,426.03
9443610595,PUMP ELEMENT,240.65,291.18
9443610601,PUMP ELEMENT,175.19,211.98
9443610607,SEAL  RING,9.05,10.95
9443610608,CLAMPING BAND,16.29,19.71
9443610610,DIAPHRAGM HOUSING,57.73,69.86
9443610611,DIAPHRAGM HOUSING,57.73,69.86
9443610613,DIAPHRAGM HOUSING,57.73,69.86
9443610638,PULSE GENERATOR,98.50,119.19
9443610649,PUMP ELEMENT,105.17,127.25
9443610655,PUMP ELEMENT,216.72,262.23
9443610657,PUMP ELEMENT,74.39,90.01
9443610658,PUMP ELEMENT,103.48,125.21
9443610664,PUMP ELEMENT,84.34,102.05
9443610683,CLAMPING BAND,3.63,4.39
9443610685,SENSOR,292.10,353.44
9443610701,PUMP ELEMENT,38.54,46.63
9443610703,PUMP ELEMENT,31.99,38.71
9443610704,PUMP ELEMENT,42.85,51.85
9443610705,PUMP ELEMENT,48.78,59.02
9443610706,PUMP ELEMENT,90.12,109.04
9443610707,PUMP ELEMENT,93.92,113.64
9443610709,PUMP ELEMENT,76.65,92.75
9443610710,PUMP ELEMENT,90.12,109.04
9443610711,PUMP ELEMENT,76.65,92.75
9443610712,PUMP ELEMENT,76.65,92.75
9443610714,PUMP ELEMENT,53.33,64.53
9443610715,PUMP ELEMENT,51.83,62.71
9443610716,PUMP ELEMENT,48.43,58.60
9443610717,PUMP ELEMENT,41.86,50.65
9443610718,PUMP ELEMENT,28.73,34.77
9443610719,PUMP ELEMENT,102.94,124.56
9443610721,PUMP ELEMENT,98.47,119.15
9443610729,ACTUATOR,518.54,627.43
9443610736,BRACKET,132.47,160.29
9443610737,DIAPHRAGM HOUSING,57.73,69.86
9443610738,DIAPHRAGM HOUSING,57.73,69.86
9443610758,MEASURING DEVICE,426.84,516.47
9443610772,PULSE GENERATOR,104.17,126.04
9443610790,PUMP ELEMENT,33.01,39.95
9443610791,PUMP ELEMENT,38.92,47.09
9443610794,PUMP ELEMENT,230.40,278.79
9443610797,MEASURING DEVICE,237.41,287.27
9443610818,PULSE GENERATOR,157.20,190.21
9443610820,DIAPHRAGM HOUSING,57.73,69.86
9443610821,DIAPHRAGM HOUSING,57.73,69.86
9443610823,PULSE GENERATOR,103.70,125.48
9443610829,PUMP ELEMENT,56.61,68.49
9443610832,PUMP ELEMENT,54.73,66.23
9443610835,PUMP ELEMENT,76.65,92.75
9443610838,PUMP ELEMENT,56.61,68.49
9443610839,PUMP ELEMENT,65.43,79.17
9443610847,PUMP ELEMENT,419.98,508.17
9443610849,PUMP ELEMENT,166.43,201.39
9443610857,SEAL  RING,10.86,13.14
9443610858,SEALING PLATE,2.31,2.80
9443610860,DIAPHRAGM HOUSING,57.73,69.86
9443610863,ACTUATOR,588.74,712.37
9443610867,SEAL  RING,6.04,7.30
9443610868,SEAL  RING,4.84,5.85
9443610881,PUMP ELEMENT,53.33,64.53
9443610882,PUMP ELEMENT,46.93,56.79
9443610885,PUMP ELEMENT,82.40,99.70
9443610886,PUMP ELEMENT,39.05,47.25
9443610899,PUMP ELEMENT,419.98,508.17
9443610903,PUMP ELEMENT,240.65,291.18
9443610906,PUMP ELEMENT,181.21,219.27
9443610916,ACTUATOR,518.54,627.43
9443610923,BRACKET,8.05,9.74
9443610924,CLAMPING BAND,24.91,30.14
9443610927,DIAPHRAGM HOUSING,57.73,69.86
9443610928,DIAPHRAGM HOUSING,57.73,69.86
9443610961,MEASURING DEVICE,274.00,331.53
9443610962,PUMP ELEMENT,46.21,55.91
9443610964,PUMP ELEMENT,93.92,113.64
9443610965,PUMP ELEMENT,98.47,119.15
9443610971,PUMP ELEMENT,352.09,426.03
9443610984,DIAPHRAGM HOUSING,57.73,69.86
9443611000,BRACKET,30.00,36.30
9443611001,SEAL  RING,6.04,7.30
9443611002,SEAL  RING,6.04,7.30
9443611003,SEAL  RING,6.04,7.30
9443611025,PUMP ELEMENT,49.75,60.19
9443611029,PUMP ELEMENT,83.87,101.49
9443611031,PUMP ELEMENT,90.12,109.04
9443611039,PUMP ELEMENT,51.52,62.34
9443611040,PUMP ELEMENT,53.33,64.53
9443611042,PUMP ELEMENT,26.61,32.19
9443611045,PUMP ELEMENT,76.65,92.75
9443611057,PUMP ELEMENT,111.97,135.48
9443611064,PUMP ELEMENT,108.56,131.36
9443611096,PUMP ELEMENT,72.11,87.25
9443611098,PUMP ELEMENT,86.90,105.15
9443611099,PUMP ELEMENT,96.21,116.42
9443611100,PUMP ELEMENT,102.94,124.56
9443611105,PUMP ELEMENT,93.92,113.64
9443611106,PUMP ELEMENT,97.35,117.80
9443611109,PUMP ELEMENT,383.81,464.41
9443611110,PUMP ELEMENT,54.91,66.44
9443611112,PUMP ELEMENT,53.16,64.33
9443611119,BLEED SCREW,23.77,28.76
9443611123,DELIVERY VALVE,599.37,725.23
9443611146,LOCKING WASHER,6.26,7.57
9443611147,CAPSULE,9.56,11.57
9443611148,PUMP ELEMENT,88.65,107.27
9443611149,PUMP ELEMENT,82.40,99.70
9443611156,PUMP ELEMENT,49.26,59.60
9443611161,PUMP ELEMENT,86.04,104.11
9443611167,PIVOT PLATE,30.00,36.30
9443611171,PUMP ELEMENT,68.83,83.28
9443611174,PUMP ELEMENT,55.49,67.14
9443611176,PUMP ELEMENT,69.84,84.51
9443611181,PUMP ELEMENT,36.23,43.84
9443611184,PUMP ELEMENT,69.05,83.55
9443611187,DELIVERY VALVE,36.65,44.35
9443611201,PUMP ELEMENT,75.89,91.82
9443611204,PUMP ELEMENT,328.86,397.92
9443611205,PUMP ELEMENT,467.58,565.77
9443611226,PUMP ELEMENT,52.07,63.01
9443611227,PUMP ELEMENT,48.43,58.60
9443611228,PUMP ELEMENT,51.83,62.71
9443611230,PUMP ELEMENT,53.33,64.53
9443611255,PUMP ELEMENT,65.43,79.17
9443611258,PUMP ELEMENT,65.66,79.45
9443611264,SPACER RING,7.01,8.48
9443611270,BRACKET,5.52,6.68
9443611286,ADAPTER,1573.93,1904.45
9443611344,PUMP ELEMENT,523.54,633.48
9443611348,PUMP ELEMENT,1290.69,1561.73
9443611395,DELIVERY VALVE,196.54,237.81
9443611399,DELIVERY VALVE,235.24,284.64
9443611406,DELIVERY VALVE,637.65,771.55
9443611443,PUMP ELEMENT,375.28,454.09
9443611473,PUMP ELEMENT,1027.52,1243.29
9443611479,PUMP ELEMENT,1937.90,2344.86
9443611498,PUMP ELEMENT,106.96,129.42
9443611506,PUMP ELEMENT,63.40,76.71
9443611507,PUMP ELEMENT,81.16,98.21
9443611513,PUMP ELEMENT,85.68,103.67
9443611514,PUMP ELEMENT,52.07,63.01
9443611537,PUMP ELEMENT,1573.73,1904.21
9443611538,PUMP ELEMENT,1099.87,1330.84
9443611565,DELIVERY VALVE,803.85,972.66
9443611568,PUMP ELEMENT,187.05,226.33
9443611575,PUMP ELEMENT,83.58,101.14
9443611576,DELIVERY VALVE,81.16,98.21
9443611577,DELIVERY VALVE,64.54,78.09
9443611596,PUMP ELEMENT,665.67,805.46
9443611599,PUMP ELEMENT,698.41,845.08
9443611633,DELIVERY VALVE,139.25,168.49
9443611635,DELIVERY VALVE,369.08,446.59
9443611648,PUMP ELEMENT,1373.04,1661.37
9443611649,PUMP ELEMENT,1427.57,1727.36
9443611658,PUMP ELEMENT,1081.23,1308.28
9443611660,PUMP ELEMENT,1021.33,1235.81
9443611670,PUMP ELEMENT,52.16,63.12
9443611674,PUMP ELEMENT,245.66,297.25
9443611686,SEAL  RING,4.45,5.39
9443611687,SEAL  RING,4.41,5.33
9443611688,BRACKET,5.52,6.68
9443611691,ACTUATOR,577.41,698.67
9443611703,PIVOT PLATE,30.00,36.30
9443611718,WIRING HARNESS,1573.93,1904.45
9443611719,WIRING HARNESS,1573.93,1904.45
9443611720,PUMP ELEMENT,44.16,53.44
9443611726,PUMP ELEMENT,175.19,211.98
9443611745,PUMP ELEMENT,80.12,96.94
9443611749,PULSE GENERATOR,85.15,103.04
9443611752,PUMP ELEMENT,240.65,291.18
9443611757,ACTUATOR,469.85,568.52
9443611759,MEASURING DEVICE,232.10,280.84
9443611761,SENSOR,406.46,491.82
9443611769,NOZZLE AND HOLDER ASSY,140.64,170.17
9443611772,PUMP ELEMENT,100.74,121.89
9443611774,PUMP ELEMENT,251.23,303.99
9443611776,ACTUATOR,518.54,627.43
9443611782,BRACKET,5.52,6.68
9443611809,ACTUATOR,571.75,691.82
9443611815,EYE BOLT,15.86,19.19
9443611828,ACTUATOR,718.80,869.75
9443611830,BRACKET,9.98,12.07
9443611832,SOLENOID VALVE,137.74,166.67
9443611842,ACTUATOR,499.28,604.13
9443611846,ACTUATOR,482.29,583.57
9443611851,PLUG,0.35,0.42
9443611853,PUMP ELEMENT,35.06,42.42
9443611867,PULSE GENERATOR,117.76,142.49
9443611876,PUMP ELEMENT,100.71,121.86
9443611878,PULSE GENERATOR,83.79,101.39
9443611897,GRADUATED MEASURING GLASS,157.31,190.34
9443611903,HYDRAULIC HEAD,93.02,112.56
9443611933,PRESSURE REGULATOR,40.49,48.99
9443611940,ACTUATOR,499.28,604.13
9443611954,TEST EQUIPMENT,9470.90,11459.78
9443611956,PUMP ELEMENT,22.13,26.78
9443611957,PUMP ELEMENT,219.66,265.79
9443611972,FITTING,10.70,12.94
9443611978,ACTUATOR,600.05,726.06
9443611997,SPARE PART,22.97,27.79
9443611998,O-RING,2.08,2.52
9443611999,SEALING PLATE,5.80,7.02
9443612000,SEALING PLATE,5.04,6.09
9443612005,NOZZLE AND HOLDER ASSY,144.99,175.43
9443612032,HOLE-TYPE NOZZLE,80.19,97.04
9443612050,WIRE,1274.38,1542.00
9443612054,ACTUATOR,571.75,691.82
9443612057,PUMP ELEMENT,240.65,291.18
9443612069,INDUCTIVE DISPL. PICK-UP,92.20,111.56
9443612070,INDUCTIVE DISPL. PICK-UP,73.58,89.04
9443612075,NOZZLE-HOLDER ASSEMBLY,139.38,168.64
9443612103,CONTROL UNIT,2352.26,2846.24
9443612113,COILED SPRING,9.85,11.92
9443612126,DIAPHRAGM HOUSING,1047.24,1267.16
9443612134,HYDRAULIC GOVERNOR,1579.39,1911.06
9443612150,UNION NUT,3.91,4.73
9443612151,BLEED SCREW,17.44,21.11
9443612170,FLYWEIGHT ASSEMBLY,460.80,557.57
9443612183,CONTROL VALVE,104.84,126.86
9443612196,TERMINAL STUD,65.66,79.45
9443612236,TERMINAL BOARD,13.48,16.31
9443612279,COILED SPRING,11.21,13.56
9443612281,COILED SPRING,10.48,12.68
9443612282,COILED SPRING,10.48,12.68
9443612292,BUSHING,5.12,6.19
9443612330,CASE,1108.96,1341.84
9443612353,POINTER,204.91,247.94
9443612372,LIMIT SWITCH,116.51,140.98
9443612373,LIMIT SWITCH,116.51,140.98
9443612410,HYDRAULIC GOVERNOR,3213.45,3888.27
9443612423,EYE BOLT,5.08,6.15
9443612424,EYE BOLT,3.05,3.69
9443612472,FLOW LIMITER,18.72,22.65
9443612488,PRESSURE GAUGE,358.27,433.50
9443612529,INDUCTIVE DISPL. PICK-UP,103.40,125.11
9443612533,PULSE GENERATOR,83.78,101.38
9443612534,INDUCTIVE DISPL. PICK-UP,92.98,112.50
9443612540,CONTROL UNIT,1228.61,1486.62
9443612674,CONTROL UNIT,1425.09,1724.36
9443612675,MANUAL CONTROL UNIT,9702.66,11740.22
9443612683,PULSE GENERATOR,111.03,134.35
9443612685,PULSE GENERATOR,142.69,172.65
9443612695,PULSE GENERATOR,119.01,144.00
9443612699,WIRE,1550.69,1876.34
9443612758,PULSE GENERATOR,77.94,94.31
9443612763,DELIVERY VALVE,1423.77,1722.76
9443612770,PULLING ELECTROMAGNET,51.70,62.56
9443612771,SEAL  RING,1.57,1.90
9443612797,PRESSURE REGULATOR,41.77,50.54
9443612798,BLEED SCREW,16.54,20.01
9443612799,SUPPLY PUMP,146.09,176.76
9443612800,PIVOT PLATE,11.65,14.09
9443612801,PIVOT PLATE,11.65,14.09
9443612802,CONTROL VALVE,25.85,31.28
9443612803,SCREW,9.05,10.95
9443612805,EYE BOLT,5.76,6.96
9443612806,FILTER,3.69,4.46
9443612807,DRIVE SHAFT,350.59,424.21
9443612808,KEY,5.40,6.53
9443612809,PLAIN WASHER,38.95,47.13
9443612810,PLAIN WASHER,38.95,47.13
9443612811,PLAIN WASHER,46.23,55.94
9443612812,PLAIN WASHER,38.95,47.13
9443612813,PLAIN WASHER,38.95,47.13
9443612814,PLAIN WASHER,40.15,48.58
9443612815,PLAIN WASHER,38.95,47.13
9443612816,PLAIN WASHER,38.95,47.13
9443612817,PLAIN WASHER,40.15,48.58
9443612818,PLAIN WASHER,40.15,48.58
9443612819,PLAIN WASHER,40.15,48.58
9443612820,LOCKING WASHER,3.10,3.76
9443612821,BEARING PLATE,19.04,23.04
9443612822,COILED SPRING,3.10,3.76
9443612823,CAM RING,535.63,648.11
9443612824,CLAMPING JAW,38.95,47.13
9443612825,CLAMPING JAW,38.95,47.13
9443612826,CLAMPING JAW,38.95,47.13
9443612827,CLAMPING JAW,38.95,47.13
9443612828,CLAMPING JAW,38.95,47.13
9443612829,CLAMPING JAW,38.95,47.13
9443612830,CLAMPING JAW,38.95,47.13
9443612831,CLAMPING JAW,38.95,47.13
9443612832,CLAMPING JAW,38.95,47.13
9443612833,CLAMPING JAW,38.95,47.13
9443612834,CLAMPING JAW,38.95,47.13
9443612835,CLAMPING JAW,38.95,47.13
9443612836,CLAMPING JAW,40.41,48.89
9443612837,ROLLER,6.00,7.26
9443612838,ROLLER SHOE,48.70,58.93
9443612839,SLIDING PIECE,9.79,11.85
9443612840,COILED SPRING,18.56,22.46
9443612841,SHIM,2.07,2.50
9443612842,SHIM,2.07,2.50
9443612843,PIVOT PLATE,58.43,70.70
9443612846,HYDRAULIC HEAD,4674.54,5656.20
9443612851,SHIM,33.68,40.75
9443612853,SHIM,33.68,40.75
9443612854,SHIM,33.68,40.75
9443612855,CAPSULE,5.76,6.96
9443612857,O-RING,3.10,3.76
9443612858,O-RING,1.70,2.05
9443612859,O-RING,1.81,2.19
9443612860,O-RING,0.86,1.04
9443612861,O-RING,2.65,3.21
9443612862,O-RING,2.42,2.93
9443612864,SEAL  RING,2.38,2.88
9443612865,SEAL  RING,7.30,8.84
9443612866,RING,1.93,2.34
9443612867,TRUNNION,0.98,1.18
9443612868,TRUNNION,2.83,3.42
9443612869,TRUNNION,1.99,2.41
9443612871,TRUNNION,1.93,2.34
9443612872,TRUNNION,2.81,3.40
9443612873,SCREW,0.86,1.04
9443612874,SCREW,0.86,1.04
9443612877,BLEED SCREW,1.99,2.41
9443612882,INLET UNION,11.23,13.59
9443612883,INLET UNION,11.09,13.42
9443612884,INLET UNION,13.70,16.57
9443612891,WOODRUFF KEY,4.59,5.56
9443612893,NAMEPLATE,2.07,2.50
9443612894,REPAIR SET,33.30,40.30
9443612895,SENSOR,52.27,63.25
9443612898,GRADUATED MEASURING GLASS,452.83,547.92
9443612907,EXTRACTOR,1468.52,1776.90
9443612913,SENSOR,146.59,177.37
9443612946,FILTER ELEMENT,45.29,54.80
9443612959,FILTER,340.29,411.75
9443612975,PLUG-IN JACK,184.75,223.55
9443612994,PUMP ELEMENT,208.85,252.71
9443612998,BOLT,6.35,7.68
9443612999,EXTRACTOR,238.61,288.72
9443613155,CONTROL UNIT,558.39,675.65
9443613177,CONTROL UNIT,843.48,1020.61
9443613190,SOLENOID VALVE,499.28,604.13
9443613191,SOLENOID VALVE,499.28,604.13
9443613192,SOLENOID VALVE,798.45,966.13
9443613372,SCREW,13.10,15.85
9443613373,SPEED GOVERNOR,312.11,377.65
9443613374,NAMEPLATE,2.07,2.50
9443613393,NAMEPLATE,1.81,2.19
9443613401,NAMEPLATE,2.07,2.50
9443613403,NAMEPLATE,2.07,2.50
9443613404,NAMEPLATE,2.07,2.50
9443613407,SENSOR,146.59,177.37
9443613413,PULSE GENERATOR,104.17,126.04
9443613438,MEMORY,217.20,262.82
9443613440,SEAL  RING,3.71,4.49
9443613463,PULSE GENERATOR,104.17,126.04
9443613464,SENSOR,110.94,134.24
9443613470,SENSOR,114.57,138.63
9443613471,PULSE GENERATOR,89.12,107.83
9443613475,SHIM,1.92,2.32
9443613486,PUMP HOUSING,1188.53,1438.12
9443613490,UNLOADING VALVE,2054.90,2486.43
9443613495,SOLENOID VALVE,499.28,604.13
9443613499,SOLENOID VALVE,741.58,897.31
9443613500,SOLENOID VALVE,499.28,604.13
9443613501,SOLENOID VALVE,499.28,604.13
9443613504,SOLENOID VALVE,634.02,767.16
9443613506,SOLENOID VALVE,634.02,767.16
9443613507,SOLENOID VALVE,499.28,604.13
9443613508,SOLENOID VALVE,634.02,767.16
9443613510,SOLENOID VALVE,499.28,604.13
9443613511,SOLENOID VALVE,499.28,604.13
9443613515,SOLENOID VALVE,499.28,604.13
9443613517,SOLENOID VALVE,499.28,604.13
9443613518,SOLENOID VALVE,499.28,604.13
9443613519,SOLENOID VALVE,499.28,604.13
9443613527,SOLENOID VALVE,499.28,604.13
9443613530,SOLENOID VALVE,499.28,604.13
9443613531,SOLENOID VALVE,499.28,604.13
9443613535,SOLENOID VALVE,634.02,767.16
9443613536,SOLENOID VALVE,499.28,604.13
9443613537,SOLENOID VALVE,499.28,604.13
9443613538,SOLENOID VALVE,499.28,604.13
9443613540,SOLENOID VALVE,499.28,604.13
9443613548,SOLENOID VALVE,499.28,604.13
9443613549,SOLENOID VALVE,499.28,604.13
9443613550,SOLENOID VALVE,499.28,604.13
9443613551,SOLENOID VALVE,499.28,604.13
9443613553,SOLENOID VALVE,499.28,604.13
9443613555,SOLENOID VALVE,499.28,604.13
9443613556,SOLENOID VALVE,499.28,604.13
9443613557,SOLENOID VALVE,499.28,604.13
9443613558,SOLENOID VALVE,499.28,604.13
9443613559,SOLENOID VALVE,492.50,595.93
9443613560,SOLENOID VALVE,499.28,604.13
9443613561,SOLENOID VALVE,499.28,604.13
9443613562,SOLENOID VALVE,499.28,604.13
9443613567,SOLENOID VALVE,499.28,604.13
9443613570,SOLENOID VALVE,499.28,604.13
9443613869,SPACER BUSHING,187.94,227.40
9443613870,CLAMPING JAW,2.50,3.03
9443613883,PULSE GENERATOR,71.33,86.31
9443613884,SENSOR,113.21,136.99
9443613892,CLAMPING JAW,5.54,6.70
9443613901,BRACKET,4.37,5.29
9443613912,GLIDE RING,3.13,3.78
9443613928,HYDRAULIC HEAD,4674.54,5656.20
9443613981,REPAIR SET,8.51,10.30
9443613983,PLUG HOUSING,4.84,5.85
9443613998,SPEED GOVERNOR,699.66,846.59
9443613999,COUPLING PLATE,48.13,58.24
9443614004,NAMEPLATE,1.76,2.12
9443614007,MEASURING DEVICE,305.68,369.88
9443614012,CAPSULE,4.51,5.46
9443614036,PULSE GENERATOR,107.56,130.15
9443614732,CONTROL UNIT,1619.01,1959.00
9443615250,PLUG HOUSING,4.99,6.04
9443615251,PLUG HOUSING,5.43,6.57
9443615313,CORE PLATE,41.33,50.01
9443615408,PULSE GENERATOR,101.90,123.30
9443615422,COMPENSATOR,340.78,412.34
9443615434,PULSE GENERATOR,119.01,144.00
9443615506,CLAMPING BAND,1.07,1.30
9443615519,CONTROL UNIT,2326.62,2815.21
9443615722,PULSE GENERATOR,104.17,126.04
9443615729,PULSE GENERATOR,109.79,132.85
9443615731,SENSOR,117.37,142.01
9443615732,SENSOR,47.14,57.04
9443615887,O-RING,1.36,1.65
9443615901,COMPENSATOR,220.77,267.14
9443615902,ACCELERATOR SENSOR,467.75,565.97
9443615911,TEMPERATURE SENSOR,31.20,37.75
9443615913,TEMPERATURE SENSOR,3533.69,4275.76
9443615919,PULSE GENERATOR,104.17,126.04
9443615920,PULSE GENERATOR,104.17,126.04
9443615923,RESISTOR,18.34,22.19
9443615935,RESISTOR,23.22,28.10
9443615936,RESISTOR,19.59,23.71
9443615945,CORE BOX BIT + GUIDE PIN,15.74,19.05
9443615946,PULSE GENERATOR,104.17,126.04
